# c2rs gap --factors-tsv — per-TU Phase 7 factor membership (docs/ROADMAP.md §10.19/§10.21, boards #160/#179)
# columns: src<TAB>class<TAB>A<TAB>B<TAB>C<TAB>D<TAB>E<TAB>letters
#   A `.ex` segments == obj `.text` COMDATs (gate-anchored `4F 1F`)
#   B every emitted symbol binds
#   C obj section set subset of the port writer's section names
#   D every emitted COMDAT in the port's per-function codegen class
#   E a REGISTERED whole-TU recognizer accepts this bundle
# A byte-exact obj requires A and B and C and (D or E).
# ROWS ARE THE GRADED TUs ONLY. A `capture-fail` TU has no obj and no
# census, so it is NOT a row here — it was never measured, which is a
# different fact from every factor being false. Do not read its absence
# as a zero row.
# graded-rows 871
src/App.cpp	vocab-gap	0	0	0	0	0	-----
src/ChecksumData_xbox.cpp	vocab-gap	0	1	1	0	0	-BC--
src/Main.cpp	vocab-gap	1	1	1	0	0	ABC--
src/Memory_Xbox.cpp	vocab-gap	0	1	1	0	0	-BC--
src/keygen_xbox.cpp	vocab-gap	1	1	1	0	0	ABC--
src/lazer/game/BustAMovePanel.cpp	vocab-gap	0	0	0	0	0	-----
src/lazer/game/Game.cpp	vocab-gap	0	0	0	0	0	-----
src/lazer/game/GameMode.cpp	vocab-gap	0	0	0	0	0	-----
src/lazer/game/GamePanel.cpp	vocab-gap	0	0	0	0	0	-----
src/lazer/game/HamUser.cpp	vocab-gap	0	0	0	0	0	-----
src/lazer/game/HamUserMgr.cpp	vocab-gap	0	1	0	0	0	-B---
src/lazer/game/LiveInput.cpp	vocab-gap	0	1	0	0	0	-B---
src/lazer/game/PartyModeMgr.cpp	vocab-gap	0	0	0	0	0	-----
src/lazer/game/PresenceMgr.cpp	vocab-gap	0	0	0	0	0	-----
src/lazer/game/Shuttle.cpp	vocab-gap	0	1	1	0	0	-BC--
src/lazer/game/SongDB.cpp	vocab-gap	0	1	1	0	0	-BC--
src/lazer/game/SongSequence.cpp	vocab-gap	0	0	0	0	0	-----
src/lazer/meta_ham/Accomplishment.cpp	vocab-gap	0	1	0	0	0	-B---
src/lazer/meta_ham/AccomplishmentCampaignConditional.cpp	vocab-gap	0	1	0	0	0	-B---
src/lazer/meta_ham/AccomplishmentCategory.cpp	vocab-gap	0	1	0	0	0	-B---
src/lazer/meta_ham/AccomplishmentCharacterListConditional.cpp	vocab-gap	0	0	0	0	0	-----
src/lazer/meta_ham/AccomplishmentConditional.cpp	vocab-gap	0	1	0	0	0	-B---
src/lazer/meta_ham/AccomplishmentCountConditional.cpp	vocab-gap	0	1	0	0	0	-B---
src/lazer/meta_ham/AccomplishmentDiscSongConditional.cpp	vocab-gap	0	1	0	0	0	-B---
src/lazer/meta_ham/AccomplishmentGroup.cpp	vocab-gap	0	1	0	0	0	-B---
src/lazer/meta_ham/AccomplishmentManager.cpp	vocab-gap	0	0	0	0	0	-----
src/lazer/meta_ham/AccomplishmentOneShot.cpp	vocab-gap	0	1	0	0	0	-B---
src/lazer/meta_ham/AccomplishmentProgress.cpp	vocab-gap	0	0	0	0	0	-----
src/lazer/meta_ham/AccomplishmentSongConditional.cpp	vocab-gap	0	1	0	0	0	-B---
src/lazer/meta_ham/AccomplishmentSongListConditional.cpp	vocab-gap	0	1	0	0	0	-B---
src/lazer/meta_ham/AppLabel.cpp	vocab-gap	0	0	0	0	0	-----
src/lazer/meta_ham/AppMiniLeaderboardDisplay.cpp	vocab-gap	0	0	0	0	0	-----
src/lazer/meta_ham/AppNavProvider.cpp	vocab-gap	0	0	0	0	0	-----
src/lazer/meta_ham/Award.cpp	vocab-gap	0	1	0	0	0	-B---
src/lazer/meta_ham/BlacklightPanel.cpp	vocab-gap	0	0	0	0	0	-----
src/lazer/meta_ham/CalibrationPanel.cpp	vocab-gap	0	0	0	0	0	-----
src/lazer/meta_ham/Campaign.cpp	vocab-gap	0	0	0	0	0	-----
src/lazer/meta_ham/CampaignDiffSelectPanel.cpp	vocab-gap	0	0	0	0	0	-----
