src/lazer/game/BustAMovePanel.cpp	5	2812504	1615001	700560	153894	4935770
src/system/hamobj/HamDirector.cpp	5	2760655	1458736	685908	135064	3835374
src/lazer/meta_ham/HamUI.cpp	5	2741079	1580208	687335	154302	4518064
src/lazer/game/Game.cpp	5	2740519	1593877	689772	153588	4681982
src/lazer/meta_ham/PracticeChoosePanel.cpp	5	2711304	1575865	686299	150991	4430863
src/lazer/meta_ham/CampaignPerformer.cpp	5	2652912	1548735	674357	147955	4528781
src/lazer/meta_ham/MetaPerformer.cpp	5	2648271	1514854	676750	139498	4405944
src/lazer/meta_ham/ProfileMgr.cpp	5	2625918	1523708	667702	144310	4835398
src/lazer/game/PresenceMgr.cpp	5	2614888	1519369	662341	149746	4421429
src/lazer/meta_ham/MetagameRank.cpp	5	2601550	1552905	671310	141571	4637296
src/system/hamobj/MoveParent.cpp	5	391835	186185	104615	11988	472196
src/lazer/meta_ham/SaveLoadManager.cpp	5	2235911	1256031	561447	121908	3620467
src/system/synth/FxSendMeterEffect.cpp	5	301858	128840	81599	12316	350231
src/system/obj/Utl.cpp	5	408339	175528	107703	12282	417445
src/system/flow/FlowPtr.cpp	5	383385	182616	102869	14702	483093
src/system/flow/Flow.cpp	5	802308	395937	202658	32675	1004976
src/system/rndobj/wordwrap.cpp	5	5954	627	929	448	381
src/system/rnddx9/MultiMesh.cpp	5	814564	386265	215243	41168	1209516
src/system/synth_xbox/FxSendPitchShift.cpp	5	511440	252821	137245	27714	873306
src/system/hamobj/HamList.cpp	5	793700	397735	201615	46220	1045445
src/system/synth_xbox/FxSendDelay.cpp	5	516926	254480	138319	28101	880305
src/system/synth/FxSendDistortion.cpp	5	292543	123247	78748	12207	338637
src/system/utl/NetLoader_Xbox.cpp	5	290504	125286	78382	12184	403813
src/system/os/UsbMidiGuitar.cpp	5	355854	151219	95401	16874	426328
src/system/ui/UIGuide.cpp	5	285711	119066	76909	11321	333945
src/system/utl/LocaleOrdinal.cpp	5	110903	59942	31358	5746	134875
src/system/hamobj/ScoreUtl.cpp	5	139099	72692	39173	5892	157683
src/system/synth/Mic.cpp	5	148061	67020	42307	6005	136985
src/system/utl/MemTracker.cpp	5	400291	182170	112217	16708	504067
src/system/flow/FlowSound.cpp	5	494951	221888	127689	20747	729821
src/system/rndobj/Part.cpp	5	753496	320191	193188	29596	720409
src/system/gesture/StubCameraInput.cpp	5	302396	129513	83288	11913	415612
src/system/gesture/DrawUtl.cpp	5	682071	327600	182260	32829	1039092
src/system/synth/MicClientMapper.cpp	5	535838	256899	144316	25527	814361
src/lazer/meta_ham/PlaylistSortMgr.cpp	5	2231137	1295693	562250	123434	3502716
src/lazer/game/HamUserMgr.cpp	5	1773785	1006727	452399	94424	2868008
src/system/ui/CheatProvider.cpp	5	865361	437766	224280	45323	1132438
src/system/gesture/SkeletonHistory.cpp	5	212280	90861	59377	6110	229768
src/system/obj/PropSync.cpp	5	305440	125412	84483	11193	347429
src/lazer/meta_ham/SkeletonIdentifier.cpp	5	1813636	1024881	461668	96588	2943558
src/system/ui/ResourceDirPtr.cpp	5	299028	124510	81209	11234	347137
src/lazer/meta_ham/Playlist.cpp	5	1801033	1020563	459040	97510	2895188
src/system/world/ColorPalette.cpp	5	338106	140285	91870	11550	361275
src/system/char/CharEyes.cpp	5	1506804	751843	375457	81917	2061078
src/system/net/WebSvcMgrCurl.cpp	5	352934	161655	93577	12943	474373
src/system/utl/DebugGraph.cpp	5	496672	229906	132389	21768	631335
src/system/dsp/DelayEffect.cpp	5	90045	54609	25188	5331	123157
src/system/ui/Screenshot.cpp	5	608632	281510	159831	29221	810530
src/system/synth/CompressionEffect.cpp	5	37654	10258	9769	439	3952
src/system/os/HolmesClient.cpp	5	385758	165457	99669	14096	432383
