B10.dup-b	RED	1645	3	42	func::bind::tests::the_varargs_gate_is_one_predicate_on_both_paths;func::census::tests::a_body_the_ladder_never_ran_for_reads_disp_not_run;the_cells_population_is_three_functions_one_of_which_disagrees	164.10
B10	RED	1646	2	42	func::bind::tests::the_varargs_gate_is_one_predicate_on_both_paths;func::census::tests::a_body_the_ladder_never_ran_for_reads_disp_not_run	249.00
B2.dup-d	GREEN	1648	0	42		170.94
B2.dup-g	GREEN	1648	0	42		251.64
B2	GREEN	1648	0	42		129.36
B3.dup-d	GREEN	1648	0	42		164.42
B3.dup-g	GREEN	1648	0	42		334.36
B3	GREEN	1648	0	42		138.48
B4.dup-d	GREEN	1648	0	42		200.42
B4.dup-g	GREEN	1648	0	42		269.24
B4	GREEN	1648	0	42		138.66
B5.dup-d	GREEN	1648	0	42		194.80
B5.dup-g	GREEN	1648	0	42		296.69
B5	GREEN	1648	0	42		155.88
B6.dup-d	GREEN	1648	0	42		195.35
B6	GREEN	1648	0	42		177.48
B7.dup-d	GREEN	1648	0	42		91.38
B7	GREEN	1648	0	42		187.11
B8.dup-d	GREEN	1648	0	42		105.93
B8	GREEN	1648	0	42		186.27
B9	RED	1647	1	42	the_cells_population_is_three_functions_one_of_which_disagrees	156.51
BU1.dup-d	RED	1645	3	42	func::bundle::tests::fp_contract_off_is_still_the_mode_it_was_compiled_at;func::bundle::tests::opt_words_reports_an_unreadable_prefix_rather_than_guessing;func::bundle::tests::the_optimization_word_is_a_varint_not_a_fixed_escape	181.56
BU1.dup-f	RED	1645	3	42	func::bundle::tests::fp_contract_off_is_still_the_mode_it_was_compiled_at;func::bundle::tests::opt_words_reports_an_unreadable_prefix_rather_than_guessing;func::bundle::tests::the_optimization_word_is_a_varint_not_a_fixed_escape	250.18
BU1	RED	1645	3	42	func::bundle::tests::fp_contract_off_is_still_the_mode_it_was_compiled_at;func::bundle::tests::opt_words_reports_an_unreadable_prefix_rather_than_guessing;func::bundle::tests::the_optimization_word_is_a_varint_not_a_fixed_escape	188.86
BU2.dup-d	RED	1647	1	42	func::bundle::dyninit_tests::a_bundle_without_the_three_streams_refuses	175.69
BU2.dup-f	RED	1647	1	42	func::bundle::dyninit_tests::a_bundle_without_the_three_streams_refuses	334.72
BU2	RED	1647	1	42	func::bundle::dyninit_tests::a_bundle_without_the_three_streams_refuses	190.59
BU3.dup-d	GREEN	1648	0	42		398.12
BU3.dup-f	GREEN	1648	0	42		273.29
BU3	GREEN	1648	0	42		159.10
C1	RED	1646	2	42	gap::tests::wr1_census_key_guards::the_call_argument_arity_fence_is_a_series_and_admits_exactly_one_symbol;gap::tests::wr1_census_key_guards::the_two_symbol_thunk_exemption_turns_on_the_bare_body_marker_alone	94.81
C2	RED	1647	1	42	codegen::calls::tests::the_data_address_setup_refuses_the_shapes_it_has_no_capture_for	70.15
C3	RED	1645	3	42	gap::tests::wr1_census_key_guards::the_census_key_survives_the_round_trip_into_the_reachable_ranking;gap::tests::wr1_census_key_guards::the_data_symbol_linkage_gate_is_the_one_byte_that_moves_the_key;gap::tests::wr1_census_key_guards::the_two_data_symbol_census_keys_are_not_interchangeable	80.09
C4	RED	1646	2	42	gap::tests::wr1_census_key_guards::the_data_symbol_linkage_gate_is_the_one_byte_that_moves_the_key;gap::tests::wr1_census_key_guards::the_two_data_symbol_census_keys_are_not_interchangeable	74.79
C5	RED	1642	6	42	func::body::wr1_dyninit::the_dynamic_initializer_thunk_decodes_to_a_three_slot_tail_call;func::body::wr1_dyninit::the_empty_module_scope_is_optional_and_the_module_end_is_not;gap::tests::wr1_census_key_guards::the_census_key_survives_the_round_trip_into_the_reachable_ranking;gap::tests::wr1_census_key_guards::the_data_symbol_linkage_gate_is_the_one_byte_that_moves_the_key;gap::tests::wr1_census_key_guards::the_two_data_symbol_census_keys_are_not_interchangeable;gap::tests::wr1_census_key_guards::the_two_symbol_thunk_exemption_turns_on_the_bare_body_marker_alone	91.17
CA10.dup-e	GREEN	1648	0	42		197.99
CA10.dup-h	GREEN	1648	0	42		355.59
CA10	GREEN	1648	0	42		197.57
CA11.dup-e	RED	1646	2	42	func::body::shapes::calls::tests::a_call_argument_from_a_formal_beyond_the_argument_count_refuses_and_does_not_panic;func::body::shapes::calls::tests::a_call_bound_to_a_local_gets_the_same_argument_gates_as_the_direct_form	202.04
CA11.dup-h	RED	1646	2	42	func::body::shapes::calls::tests::a_call_argument_from_a_formal_beyond_the_argument_count_refuses_and_does_not_panic;func::body::shapes::calls::tests::a_call_bound_to_a_local_gets_the_same_argument_gates_as_the_direct_form	288.57
CA11	RED	1646	2	42	func::body::shapes::calls::tests::a_call_argument_from_a_formal_beyond_the_argument_count_refuses_and_does_not_panic;func::body::shapes::calls::tests::a_call_bound_to_a_local_gets_the_same_argument_gates_as_the_direct_form	200.07
CA12.dup-e	RED	1646	2	42	the_census_and_the_port_agree_about_what_is_in_class;the_census_and_the_port_agree_over_the_generated_corpus	85.90
CA12.dup-h	RED	1646	2	42	the_census_and_the_port_agree_about_what_is_in_class;the_census_and_the_port_agree_over_the_generated_corpus	165.31
CA12	RED	1646	2	42	the_census_and_the_port_agree_about_what_is_in_class;the_census_and_the_port_agree_over_the_generated_corpus	68.10
CA13.dup-e	GREEN	1648	0	42		441.92
CA13.dup-h	GREEN	1648	0	42		341.36
CA13	GREEN	1648	0	42		141.56
CA14.dup-e	RED	1646	2	42	the_census_and_the_port_agree_about_what_is_in_class;the_census_and_the_port_agree_over_the_generated_corpus	139.73
CA14.dup-h	RED	1646	2	42	the_census_and_the_port_agree_about_what_is_in_class;the_census_and_the_port_agree_over_the_generated_corpus	159.19
CA14	RED	1646	2	42	the_census_and_the_port_agree_about_what_is_in_class;the_census_and_the_port_agree_over_the_generated_corpus	64.22
CA15.dup-e	RED	1646	2	42	the_census_and_the_port_agree_about_what_is_in_class;the_census_and_the_port_agree_over_the_generated_corpus	188.81
CA15.dup-h	RED	1646	2	42	the_census_and_the_port_agree_about_what_is_in_class;the_census_and_the_port_agree_over_the_generated_corpus	142.93
CA15	RED	1646	2	42	the_census_and_the_port_agree_about_what_is_in_class;the_census_and_the_port_agree_over_the_generated_corpus	53.51
CA16.dup-e	GREEN	1648	0	42		329.64
CA16.dup-h	GREEN	1648	0	42		362.34
CA16	GREEN	1648	0	42		115.81
CA17.dup-e	RED	1647	1	42	func::body::shapes::calls::tests::a_call_bound_to_a_local_gets_the_same_argument_gates_as_the_direct_form	296.78
CA17.dup-h	RED	1647	1	42	func::body::shapes::calls::tests::a_call_bound_to_a_local_gets_the_same_argument_gates_as_the_direct_form	314.53
CA17	RED	1647	1	42	func::body::shapes::calls::tests::a_call_bound_to_a_local_gets_the_same_argument_gates_as_the_direct_form	140.39
CA18.dup-e	GREEN	1648	0	42		269.14
