# crates/c2-il/src/func/*.rs — the IL RECORD GRAMMAR layer.
# Rows are in ascending line order within each file; a `NAME:LINE` target pins a
# repeated const name to its occurrence (apply_marks.py, this lane's copy).
#
# The dominant call here is [O]: these are record tags, kind bytes and type
# triples transcribed from real `.ex`/`.gl`/`.sy`/`.in` captures, and DISCLOSURE
# names a `.gl`/`.ex` capture as an [O] source explicitly. An enumerated SET
# assembled from a corpus is [F] instead — a value outside the corpus is the
# off-sample failure mode the observations could not see.

crates/c2-il/src/func/bind.rs	EMIT_MAX_NAME_TO_OFFSET	F] fitted to a measured maximum and then rounded UP: its own doc records "27 and nothing else, over 676 records on `TextFile.cpp` and 127 across the held-out structural grid — maximum 27", and this constant is 32. The five bytes of slack are the fit, and its off-sample failure is a record whose name sits further than 32 away.
crates/c2-il/src/func/bind.rs	STRLIT_NARROW_PREFIX	O] MSVC's mangling for a narrow (`char`) string literal, read off real objs and `.gl` records: `w-section` §3.3 measures it as 1,457 of 1,458 head functions with wide (`??_C@_1`) 0 and other 0. Kept narrow deliberately; a unit test pins the wide form refused.
crates/c2-il/src/func/bundle.rs	INITIALIZER_SUFFIX	O] `docs/OBJ_DYNINIT_SHAPE.md` §3.1 — the suffix a `.CRT$XCU` slot symbol carries, read out of real `.gl` rather than synthesized, because it is built from the source identifier and not from the decorated name.
crates/c2-il/src/func/bundle.rs	FN_START	O] `4F 1F`, the `.ex` per-function start marker, read off captures. Same value as `codec::FN_START`.
crates/c2-il/src/func/bundle.rs	LO	O] `4C`, the `.ex` body-start token, read off captures. Overloaded as a bare byte — its own doc records the two other records it is the last/first byte of — so the RULE that locates a body is `body_start`, not this atom.
crates/c2-il/src/func/bundle.rs	LO_RECORD	O] `4F 11`, one more `4F xx` record tag in the family `4F 1F`/`4F 01`/`4F 02`/`4F 12`/`4F 20`/`4F 33`, read off captures.
crates/c2-il/src/func/bundle.rs	LO_MARKER	N] derived from two marked constants ([`LO`] and [`LO_RECORD`]) and nothing else; DISCLOSURE lists "values derived from another marked constant" under [N]. Its own doc warns it is a composition, not an atom, and reading its absence as "no function" is a catalogued defect.
crates/c2-il/src/func/bundle.rs	FORMALS	O] `46`, the `.ex` formals-list marker, read off captures.
crates/c2-il/src/func/bundle.rs	FORMAL	O] `2D`, the `.ex` per-formal entry tag, read off captures.
crates/c2-il/src/func/bundle.rs	OPT_WORD_OX	O] `docs/OPT_MODE.md`'s matrix — the per-function optimization word read off real `.ex` captures at each flag setting. The bits are treated as opaque and the word is compared whole, which is what keeps this an observation rather than a model.
