# crates/c2-il/src/func/body/*.rs — the DECODE/ADMISSION layer.
# This is the population decision 16 said would test wave 13's reading that
# "c2-il's decode vocabulary is where [F] should actually live".
crates/c2-il/src/func/body/chain.rs	MAX_SUBST_OPS	F] a substitution budget, chosen so a doubling chain cannot blow up. Nothing measured 32 as c2's own bound; it is this port's cap on its own work, and a real chain above it is refused. Fitted, failing closed.
crates/c2-il/src/func/body/chain.rs	ARG_REG_COUNT	S] the PowerPC EABI's eight integer argument registers r3..r10. Fixed by the ABI, not by c2; a ninth parameter is stack-homed by the same rule. Mirrors `c2_core::codegen::ARG_REGS`.
crates/c2-il/src/func/body/chain.rs	MAX_SWEPT_TERMS	F] a sweep bound on the additive path, which its own comment says "is not bounded by anything" otherwise. Fitted to the shapes measured; a longer real sweep is the off-sample case.
crates/c2-il/src/func/body/chain.rs	MAX_VERIFIED_LEAVES_WITH_SUB	F] the name is the citation: the count of leaves this composition was VERIFIED on. A fifth leaf is precisely the case the verification could not see.
crates/c2-il/src/func/body/decode.rs	DEFAULT	N] not load-bearing — the port's own default admission POLICY, a measurement profile in DISCLOSURE's sense. It selects which of this crate's gates run; it derives no value from c2.
crates/c2-il/src/func/body/decode.rs	ALL	N] not load-bearing — the enumeration of this crate's own policy variants, derived entirely from the enum it lists.
crates/c2-il/src/func/body/expr.rs	BODY_SCOPE_DEPTH	O] the `.ex` lexical depth a function body's own scope sits at, read off captures: depth 1 is the formals group and 2 the body (`sy::SECTION`'s doc tabulates the preorder). `sy::BODY_SCOPE_CLOSE` is the matching close token and cites the same captures.
crates/c2-il/src/func/body/expr.rs	MAX_SCOPE_DEPTH	N] not load-bearing — a recursion ceiling on the parser so a malformed segment cannot run away. It bounds a parse, not an emit.
crates/c2-il/src/func/body/expr.rs	ON	N] not load-bearing — a `OnceLock` holding a lazily-read environment switch for a measurement sink. Its VALUE is a cell, not a constant; the sink it gates publishes no verdict the byte judge grades.
crates/c2-il/src/func/body/expr.rs	ON:469	N] not load-bearing — a second measurement-sink `OnceLock`, same contract as the first.
crates/c2-il/src/func/body/expr.rs	ON:543	N] not load-bearing — the branch-sink `OnceLock`, same contract.
crates/c2-il/src/func/body/expr.rs	ON:1211	N] not load-bearing — a chain-sink `OnceLock`, same contract.
crates/c2-il/src/func/body/expr.rs	ON:1411	N] not load-bearing — the second chain-sink `OnceLock`, same contract.
crates/c2-il/src/func/body/expr.rs	FN_TAIL	O] `4F 12`, one more `4F xx` record tag (see `bundle::LO_RECORD`'s enumeration of the family), read off `.ex` captures.
crates/c2-il/src/func/body/expr.rs	STMT_SITE_BODY	N] not load-bearing — a descriptor naming WHERE a measurement sink is installed. An instrument's own wiring; no byte and no verdict's content depends on it.
crates/c2-il/src/func/body/expr.rs	STMT_SITE_RSC	N] not load-bearing — the second sink-site descriptor, same contract.
crates/c2-il/src/func/body/expr.rs	EXPR_TYPED_OP	N] not load-bearing — a census key NAME, the same class as everything in `func::diag::cause`. Changing it renames a histogram row and refuses the same bodies.
crates/c2-il/src/func/body/expr.rs	DIV_MOD_OPS	O] the `.ex` DIV and MOD opcode bytes `05`/`06`, read off captures — the same two `div_mod_leaf::IL_DIV`/`IL_MOD` name individually.
crates/c2-il/src/func/body/mcall.rs	CALL_IN_EXPR	N] not load-bearing — a census key NAME. See `func::diag::cause`'s block marker for the argument.
crates/c2-il/src/func/body/mcall.rs	FORM_BITS	N] not load-bearing — a field width in the PORT'S OWN census-key packing, described in full by the comment above it. Nothing in `c2.dll` or in any capture contains this layout; it exists because `Block` carries one `u64` and `ctx` is a `&'static str`, so the selector id cannot go in the name.
crates/c2-il/src/func/body/mcall.rs	FORM_MASK	N] not load-bearing — derived from [`FORM_BITS`]; the port's own key packing.
crates/c2-il/src/func/body/mcall.rs	PAYLOAD_BITS	N] not load-bearing — the port's own key packing. See [`FORM_BITS`].
crates/c2-il/src/func/body/mcall.rs	PAYLOAD_MASK	N] not load-bearing — derived from [`PAYLOAD_BITS`].
crates/c2-il/src/func/body/mcall.rs	WHOLE_BIT	N] not load-bearing — derived from [`FORM_BITS`] and [`PAYLOAD_BITS`]; the port's own key packing.
crates/c2-il/src/func/body/mcall.rs	BLK_SHIFT	N] not load-bearing — the port's own key packing. See [`FORM_BITS`].
crates/c2-il/src/func/body/mcall.rs	BLK_BITS	N] not load-bearing — the port's own key packing.
crates/c2-il/src/func/body/mcall.rs	BLK_MASK	N] not load-bearing — derived from [`BLK_BITS`].
crates/c2-il/src/func/body/mcall.rs	BLK_PAYLOAD_SHIFT	N] not load-bearing — derived from [`BLK_SHIFT`] and [`BLK_BITS`].
crates/c2-il/src/func/body/mcall.rs	BLK_PAYLOAD_BITS	N] not load-bearing — derived from [`FORM_BITS`] and [`PAYLOAD_BITS`].
